UkraineRussianWar 1094971056358637568.hashtags 13.333  .003 2 49 12 3928
COVID19 1094971056358637568.hashtags 3.588  .051 9 49 204 3928
UkraineRussianWar 1094971056358637568.hashtags 13.333  .003 2 49 12 3928
Omicron 1094971056358637568.hashtags 3.210  .019 3 49 77 3928
UkraineWar 1094971056358637568.hashtags 6.666  .003 1 49 15 3928
Mariupol 1094971056358637568.hashtags 2.222  .009 1 49 37 3928
NYTimes 1094971056358637568.hashtags 102.000  .001 5 49 5 3928
BA2 1094971056358637568.hashtags 1.428  .014 1 49 55 3928
COVID19 1094971056358637568.hashtags 3.588  .051 9 49 204 3928
ZeroCovid 1094971056358637568.hashtags 40.500  .002 4 49 8 3928
WarCriminal 1094971056358637568.hashtags 6.666  .003 1 49 12 3928
NYTimes 1094971056358637568.hashtags 102.000  .001 5 49 5 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 133.200  .005 6 9 21 3928
fluke_natouch 1095523459877068800.hashtags 74.000  .003 2 9 13 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 133.200  .005 6 9 21 3928
fluke_natouch 1095523459877068800.hashtags 74.000  .003 2 9 13 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 133.200  .005 6 9 21 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 133.200  .005 6 9 21 3928
COVID19 1096205507348623360.hashtags 1.431  .051 3 41 204 3928
VoteFordOut2022 1096205507348623360.hashtags 24.333  .003 3 41 15 3928
VoteThemAllOut2022 1096205507348623360.hashtags 16.000  .003 2 41 15 3928
NeverVoteConservative 1096205507348623360.hashtags 24.333  .003 3 41 14 3928
bcpoli 1096205507348623360.hashtags 4.000  .006 1 41 26 3928
onpoli 1096205507348623360.hashtags 24.250  .004 4 41 17 3928
VoteFordOut 1096205507348623360.hashtags 24.200  .005 5 41 21 3928
Ford 1096205507348623360.hashtags 27.375  .008 9 41 32 3928
VoteFordOut 1096205507348623360.hashtags 24.200  .005 5 41 21 3928
onpoli 1096205507348623360.hashtags 24.250  .004 4 41 17 3928
COVID 1096205507348623360.hashtags 1.168  .083 4 41 329 3928
COVID19 1096205507348623360.hashtags 1.431  .051 3 41 204 3928
CovidIsNotOver 1096205507348623360.hashtags 6.000  .008 2 41 34 3928
WearAMask 1096205507348623360.hashtags 12.000  .004 2 41 16 3928
VoteFordOut2022 1096205507348623360.hashtags 24.333  .003 3 41 15 3928
VoteThemAllOut2022 1096205507348623360.hashtags 16.000  .003 2 41 15 3928
NeverVoteConservative 1096205507348623360.hashtags 24.333  .003 3 41 14 3928
onpoli 1096205507348623360.hashtags 24.250  .004 4 41 17 3928
WearAMask 1096205507348623360.hashtags 12.000  .004 2 41 16 3928
MaskUp 1096205507348623360.hashtags 12.000  .002 1 41 11 3928
Ontario 1096205507348623360.hashtags 12.000  .004 2 41 17 3928
travel 1096205507348623360.hashtags 24.000  .001 1 41 6 3928
CovidIsNotOver 1096205507348623360.hashtags 6.000  .008 2 41 34 3928
Ford 1096205507348623360.hashtags 27.375  .008 9 41 32 3928
VoteFordOut2022 1096205507348623360.hashtags 24.333  .003 3 41 15 3928
NeverVoteConservative 1096205507348623360.hashtags 24.333  .003 3 41 14 3928
onpoli 1096205507348623360.hashtags 24.250  .004 4 41 17 3928
Ottawa 1096205507348623360.hashtags 3.428  .007 1 41 30 3928
COVID19 1096205507348623360.hashtags 1.431  .051 3 41 204 3928
WeTVxOhmFluke 1098819491780153345.hashtags 83.000  .001 1 12 5 3928
เจ้าแก้มก้อน 1098819491780153345.hashtags 83.200  .005 5 12 21 3928
fluke_natouch 1098819491780153345.hashtags 27.666  .003 1 12 13 3928
เจ้าแก้มก้อน 1098819491780153345.hashtags 83.200  .005 5 12 21 3928
เจ้าแก้มก้อน 1098819491780153345.hashtags 83.200  .005 5 12 21 3928
Fluke_Natouch 1098819491780153345.hashtags 166.000  .001 2 12 4 3928
เจ้าแก้มก้อน 1098819491780153345.hashtags 83.200  .005 5 12 21 3928
Fluke_Natouch 1098819491780153345.hashtags 166.000  .001 2 12 4 3928
เจ้าแก้มก้อน 1098819491780153345.hashtags 83.200  .005 5 12 21 3928
ucc 1104524508709441536.hashtags 27.750  .004 1 9 17 3928
LeMMMMMMRip 1108565574.hashtags 35.500  .002 2 28 10 3928
auspol 1108565574.hashtags 2.488  .043 3 28 172 3928
AlboForPM 1108565574.hashtags 6.454  .011 2 28 45 3928
abc730 1108565574.hashtags 17.500  .002 1 28 8 3928
auspol 1108565574.hashtags 2.488  .043 3 28 172 3928
auspol 1108565574.hashtags 2.488  .043 3 28 172 3928
Morrison 1108565574.hashtags 2.500  .014 1 28 55 3928
VoteThemAllOut2022 1108565574.hashtags 23.666  .003 2 28 15 3928
living 1108565574.hashtags 23.666  .003 2 28 15 3928
LeMMMMMMRip 1108565574.hashtags 35.500  .002 2 28 10 3928
Oz 1108565574.hashtags 17.500  .002 1 28 10 3928
taxpayer 1108565574.hashtags 35.000  .001 1 28 5 3928
schools 1108565574.hashtags 3.181  .011 1 28 47 3928
LNPDisgrace 1108565574.hashtags 35.500  .002 2 28 10 3928
insiders 1108565574.hashtags 11.666  .003 1 28 13 3928
LNPCorruptionParty 1108565574.hashtags 17.750  .004 2 28 18 3928
ScottyThePathologicalLiar 1108565574.hashtags 11.666  .003 1 28 14 3928
ausvotes 1108565574.hashtags 7.000  .005 1 28 23 3928
VoteThemAllOut2022 1108565574.hashtags 23.666  .003 2 28 15 3928
AlboForPM 1108565574.hashtags 6.454  .011 2 28 45 3928
LNPCorruptionParty 1108565574.hashtags 17.750  .004 2 28 18 3928
LNPDisgrace 1108565574.hashtags 35.500  .002 2 28 10 3928
auspol 1113341312.hashtags 7.744  .043 2 6 172 3928
auspol 1113341312.hashtags 7.744  .043 2 6 172 3928
LongCovid 1113747629282930688.hashtags 17.850  .040 5 7 158 3928
LongCovidKids 1113747629282930688.hashtags 95.000  .003 2 7 13 3928
Covid 1113747629282930688.hashtags 10.580  .081 6 7 322 3928
LongCovid 1113747629282930688.hashtags 17.850  .040 5 7 158 3928
LongCovidKids 1113747629282930688.hashtags 95.000  .003 2 7 13 3928
LongCovid 1113747629282930688.hashtags 17.850  .040 5 7 158 3928
N95 1113747629282930688.hashtags 17.750  .008 1 7 34 3928
โอห์มฟลุ้คฟีเวอร์2021 1117704370630455296.hashtags 500.000  .001 2 4 6 3928
โอห์มฟลุ้คฟีเวอร์2021 1117704370630455296.hashtags 500.000  .001 2 4 6 3928
NYC 1120633726478823425.hashtags 41.000  .001 1 24 6 3928
ukraine 1120633726478823425.hashtags 41.000  .001 1 24 7 3928
UkraineRussiaWar 1120633726478823425.hashtags 10.250  .004 1 24 17 3928
Russia 1120633726478823425.hashtags 1.844  .090 4 24 356 3928
Ukraine 1120633726478823425.hashtags 3.750  .100 9 24 396 3928
Ukraine 1120633726478823425.hashtags 3.750  .100 9 24 396 3928
Georgia 1120633726478823425.hashtags 41.000  .001 1 24 5 3928
Ukraine 1120633726478823425.hashtags 3.750  .100 9 24 396 3928
Zelensky 1120633726478823425.hashtags 4.100  .010 1 24 40 3928
Ukrainian 1120633726478823425.hashtags 2.562  .016 1 24 65 3928
StandWithUkraine️ 1120633726478823425.hashtags 20.500  .002 1 24 10 3928
StopRussia 1120633726478823425.hashtags 41.000  .001 1 24 7 3928
SlavaUkraini 1120633726478823425.hashtags 10.250  .004 1 24 17 3928
StandWithUkraine 1120633726478823425.hashtags 4.368  .019 2 24 78 3928
UkraineUnderAttack 1120633726478823425.hashtags 20.500  .002 1 24 8 3928
COVID19 1120633726478823425.hashtags .803  .051 1 24 204 3928
Ukraine 1120633726478823425.hashtags 3.750  .100 9 24 396 3928
ClimateCrisis 1120633726478823425.hashtags 20.500  .002 1 24 11 3928
N95 113165445.hashtags 7.250  .008 2 34 34 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
bced 113165445.hashtags 88.000  .002 6 34 9 3928
COVIDisAirborne 113165445.hashtags 11.000  .008 3 34 33 3928
COVID19BC 113165445.hashtags 117.000  .001 4 34 6 3928
bced 113165445.hashtags 88.000  .002 6 34 9 3928
COVID19BC 113165445.hashtags 117.000  .001 4 34 6 3928
COVIDisAirborne 113165445.hashtags 11.000  .008 3 34 33 3928
bced 113165445.hashtags 88.000  .002 6 34 9 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
COVID19 113165445.hashtags 3.450  .051 6 34 204 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
bced 113165445.hashtags 88.000  .002 6 34 9 3928
COVID19BC 113165445.hashtags 117.000  .001 4 34 6 3928
Delta 113165445.hashtags 9.666  .003 1 34 12 3928
Omicron 113165445.hashtags 1.526  .019 1 34 77 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
bced 113165445.hashtags 88.000  .002 6 34 9 3928
COVID19 113165445.hashtags 3.450  .051 6 34 204 3928
COVID19BC 113165445.hashtags 117.000  .001 4 34 6 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
COVIDisAirborne 113165445.hashtags 11.000  .008 3 34 33 3928
N95 113165445.hashtags 7.250  .008 2 34 34 3928
bced 113165445.hashtags 88.000  .002 6 34 9 3928
bcpoli 113165445.hashtags 34.166  .006 7 34 26 3928
Reality 1136667717317091328.hashtags 142.000  .001 1 7 7 3928
VITT 1137827292.hashtags 200.000  .001 2 10 6 3928
VITT 1137827292.hashtags 200.000  .001 2 10 6 3928
TRUTH 1137827292.hashtags 100.000  .002 2 10 9 3928
TRUTH 1137827292.hashtags 100.000  .002 2 10 9 3928
PutinWarCriminal 1155845777039810560.hashtags 76.000  .001 2 26 4 3928
StandWithUkraine 1155845777039810560.hashtags 8.052  .019 4 26 78 3928
Putin 1155845777039810560.hashtags 8.527  .036 8 26 145 3928
Genocide 1155845777039810560.hashtags 76.000  .001 2 26 7 3928
StandWithUkraine 1155845777039810560.hashtags 8.052  .019 4 26 78 3928
Genocide 1155845777039810560.hashtags 76.000  .001 2 26 7 3928
PutinWarCriminal 1155845777039810560.hashtags 76.000  .001 2 26 4 3928
StandWithUkraine 1155845777039810560.hashtags 8.052  .019 4 26 78 3928
Putin 1155845777039810560.hashtags 8.527  .036 8 26 145 3928
StandWithUkraine 1155845777039810560.hashtags 8.052  .019 4 26 78 3928
OttawaOccupation 117122035.hashtags 50.000  .001 1 20 4 3928
police 117122035.hashtags 5.555  .009 1 20 37 3928
parents 117122035.hashtags 10.000  .005 1 20 22 3928
kids 117122035.hashtags 5.000  .010 1 20 40 3928
Ottawa 117122035.hashtags 28.571  .007 4 20 30 3928
Canada 117122035.hashtags 11.111  .009 2 20 37 3928
Ottawa 117122035.hashtags 28.571  .007 4 20 30 3928
Canada 117122035.hashtags 11.111  .009 2 20 37 3928
TruckersConvoy 117122035.hashtags 50.000  .001 1 20 5 3928
truckers 117122035.hashtags 50.000  .001 1 20 6 3928
Ottawa 117122035.hashtags 28.571  .007 4 20 30 3928
ClimateCrisis 1176522535531360257.hashtags 250.000  .002 2 4 11 3928
Nazis 1176522535531360257.hashtags 250.000  .001 1 4 4 3928
ClimateCrisis 1176522535531360257.hashtags 250.000  .002 2 4 11 3928
VoteFordOut 1201944151.hashtags 13.600  .005 2 29 21 3928
NeverVoteConservative 1201944151.hashtags 22.666  .003 2 29 14 3928
CPC 1201944151.hashtags 34.000  .001 1 29 4 3928
WomensRights 1201944151.hashtags 34.000  .001 1 29 5 3928
Women 1201944151.hashtags 6.800  .010 2 29 41 3928
StandWithTrudeau 1201944151.hashtags 34.000  .001 1 29 4 3928
Canada 1201944151.hashtags 3.777  .009 1 29 37 3928
cdnpoli 1201944151.hashtags 3.090  .011 1 29 44 3928
Conservative 1201944151.hashtags 14.714  .007 3 29 29 3928
Abuse 1201944151.hashtags 34.000  .001 1 29 6 3928
Deaths 1201944151.hashtags 17.000  .002 1 29 8 3928
Covid 1201944151.hashtags .419  .081 1 29 322 3928
NeverVoteConservative 1201944151.hashtags 22.666  .003 2 29 14 3928
FordFailed 1201944151.hashtags 103.000  .001 3 29 5 3928
VoteFordOut2022 1201944151.hashtags 11.333  .003 1 29 15 3928
onpoli 1201944151.hashtags 8.500  .004 1 29 17 3928
VoteBlue2022 1201953403099893760.hashtags 200.000  .001 1 5 7 3928
ClimateCrisis 1201953403099893760.hashtags 200.000  .002 2 5 11 3928
ClimateCrisis 1201953403099893760.hashtags 200.000  .002 2 5 11 3928
StandWithUkraine 1221462414744596483.hashtags 10.526  .019 1 5 78 3928
cdnpoli 122640580.hashtags 5.636  .011 1 16 44 3928
onpoli 122640580.hashtags 46.750  .004 3 16 17 3928
abpoli 122640580.hashtags 12.400  .005 1 16 20 3928
VoteFordOut 122640580.hashtags 25.000  .005 2 16 21 3928
NeverVoteConservative 122640580.hashtags 20.666  .003 1 16 14 3928
onpoli 122640580.hashtags 46.750  .004 3 16 17 3928
COVID19 122640580.hashtags 1.215  .051 1 16 204 3928
VoteFordOut2022 122640580.hashtags 20.666  .003 1 16 15 3928
onpoli 122640580.hashtags 46.750  .004 3 16 17 3928
Conservative 1236324668640047105.hashtags 7.571  .007 6 112 29 3928
NeverVoteConservative 1236324668640047105.hashtags 11.666  .003 4 112 14 3928
cdnpoli 1236324668640047105.hashtags 2.363  .011 3 112 44 3928
onpoli 1236324668640047105.hashtags 6.500  .004 3 112 17 3928
abpoli 1236324668640047105.hashtags 1.600  .005 1 112 20 3928
NeverVoteConservative 1236324668640047105.hashtags 11.666  .003 4 112 14 3928
cdnpoli 1236324668640047105.hashtags 2.363  .011 3 112 44 3928
onpoli 1236324668640047105.hashtags 6.500  .004 3 112 17 3928
IStandWithTrudeau 1236324668640047105.hashtags 8.000  .001 1 112 4 3928
Trudeau 1236324668640047105.hashtags 2.833  .006 2 112 25 3928
Trucker 1236324668640047105.hashtags 2.666  .003 1 112 12 3928
Ottawa 1236324668640047105.hashtags 5.000  .007 4 112 30 3928
NeverVoteConservative 1236324668640047105.hashtags 11.666  .003 4 112 14 3928
cdnpoli 1236324668640047105.hashtags 2.363  .011 3 112 44 3928
Ontario 1236324668640047105.hashtags 8.750  .004 4 112 17 3928
Ford 1236324668640047105.hashtags 16.625  .008 15 112 32 3928
Ford 1236324668640047105.hashtags 16.625  .008 15 112 32 3928
NeverVoteConservative 1236324668640047105.hashtags 11.666  .003 4 112 14 3928
Conservative 1236324668640047105.hashtags 7.571  .007 6 112 29 3928
Propaganda 1236324668640047105.hashtags 8.000  .001 1 112 6 3928
Ottawa 1236324668640047105.hashtags 5.000  .007 4 112 30 3928
Ontario 1236324668640047105.hashtags 8.750  .004 4 112 17 3928
unvaccinated 1236324668640047105.hashtags 8.000  .001 1 112 6 3928
AusOpen 1236324668640047105.hashtags 8.000  .001 1 112 5 3928
Australian 1236324668640047105.hashtags 6.500  .004 3 112 16 3928
GetVaccinated 1236324668640047105.hashtags 2.666  .003 1 112 12 3928
COVID19 1236324668640047105.hashtags .333  .051 2 112 204 3928
Ottawa 1236324668640047105.hashtags 5.000  .007 4 112 30 3928
onpoli 1236324668640047105.hashtags 6.500  .004 3 112 17 3928
COVID19Aus 1236324668640047105.hashtags 8.000  .001 1 112 4 3928
omicron 1236324668640047105.hashtags 2.000  .004 1 112 18 3928
Ford 1236324668640047105.hashtags 16.625  .008 15 112 32 3928
COVID19 1236816024281976833.hashtags 1.647  .051 5 59 204 3928
onted 1236816024281976833.hashtags 16.000  .001 1 59 4 3928
COVID19 1236816024281976833.hashtags 1.647  .051 5 59 204 3928
FordFail 1236816024281976833.hashtags 33.000  .001 2 59 5 3928
COVID19 1236816024281976833.hashtags 1.647  .051 5 59 204 3928
MaskUp 1236816024281976833.hashtags 16.500  .002 2 59 11 3928
WearAMask 1236816024281976833.hashtags 8.250  .004 2 59 16 3928
VoteFordOut 1236816024281976833.hashtags 10.000  .005 3 59 21 3928
Covid 1236816024281976833.hashtags 1.456  .081 7 59 322 3928
Ontario 1236816024281976833.hashtags 25.250  .004 6 59 17 3928
MaskUp 1236816024281976833.hashtags 16.500  .002 2 59 11 3928
CovidIsNotOver 1236816024281976833.hashtags 2.000  .008 1 59 34 3928
COVIDisAirborne 1236816024281976833.hashtags 2.000  .008 1 59 33 3928
WearAMask 1236816024281976833.hashtags 8.250  .004 2 59 16 3928
Ontario 1236816024281976833.hashtags 25.250  .004 6 59 17 3928
Ford 1236816024281976833.hashtags 16.875  .008 8 59 32 3928
Covid 1236816024281976833.hashtags 1.456  .081 7 59 322 3928
VoteFordOut2022 1236816024281976833.hashtags 11.000  .003 2 59 15 3928
onpoli 1236816024281976833.hashtags 8.250  .004 2 59 17 3928
antivaxxers 1236816024281976833.hashtags 16.000  .001 1 59 4 3928
COVID19 1236816024281976833.hashtags 1.647  .051 5 59 204 3928
omicron 1236816024281976833.hashtags 8.250  .004 2 59 18 3928
COVID19 1236816024281976833.hashtags 1.647  .051 5 59 204 3928
Ontario 1236816024281976833.hashtags 25.250  .004 6 59 17 3928
VoteFordOut2022 1236816024281976833.hashtags 11.000  .003 2 59 15 3928
Omicron 1236816024281976833.hashtags .842  .019 1 59 77 3928
onpoli 1236816024281976833.hashtags 8.250  .004 2 59 17 3928
omicron 1236816024281976833.hashtags 8.250  .004 2 59 18 3928
Denmark 1237314642583658496.hashtags 12.500  .004 1 20 18 3928
Omicron 1237314642583658496.hashtags 7.894  .019 3 20 77 3928
BA2 1237314642583658496.hashtags 3.571  .014 1 20 55 3928
ZeroCovid 1237314642583658496.hashtags 25.000  .002 1 20 8 3928
COVID19 1237314642583658496.hashtags 1.960  .051 2 20 204 3928
Vaccinate 1237314642583658496.hashtags 12.500  .004 1 20 16 3928
HEPA 1237314642583658496.hashtags 50.000  .001 1 20 7 3928
N95 1237314642583658496.hashtags 6.250  .008 1 20 34 3928
LongCovid 1237314642583658496.hashtags 1.250  .040 1 20 158 3928
Omicron 1237314642583658496.hashtags 7.894  .019 3 20 77 3928
Omicron 1237314642583658496.hashtags 7.894  .019 3 20 77 3928
COVID19 1237314642583658496.hashtags 1.960  .051 2 20 204 3928
cdnpoli 1237314642583658496.hashtags 4.545  .011 1 20 44 3928
Murdoch 1238370241169616897.hashtags 7.666  .003 1 42 14 3928
Morrison 1238370241169616897.hashtags 3.357  .014 2 42 55 3928
Morrison 1238370241169616897.hashtags 3.357  .014 2 42 55 3928
auspol 1238370241169616897.hashtags 2.209  .043 4 42 172 3928
Auspol 1238370241169616897.hashtags 15.666  .003 2 42 15 3928
LNPDisgrace 1238370241169616897.hashtags 11.500  .002 1 42 10 3928
ausvotes 1238370241169616897.hashtags 19.000  .005 4 42 23 3928
auspol 1238370241169616897.hashtags 2.209  .043 4 42 172 3928
AlboForPM 1238370241169616897.hashtags 6.454  .011 3 42 45 3928
auspol 1238370241169616897.hashtags 2.209  .043 4 42 172 3928
ausvotes 1238370241169616897.hashtags 19.000  .005 4 42 23 3928
AlboForPM 1238370241169616897.hashtags 6.454  .011 3 42 45 3928
AlboForPM 1238370241169616897.hashtags 6.454  .011 3 42 45 3928
ausvotes 1238370241169616897.hashtags 19.000  .005 4 42 23 3928
auspol 1238370241169616897.hashtags 2.209  .043 4 42 172 3928
Albo4PM 1238370241169616897.hashtags 23.000  .001 1 42 5 3928
StopRussia 1238583088998830081.hashtags 47.000  .001 1 21 7 3928
StopPutin 1238583088998830081.hashtags 15.666  .003 1 21 13 3928
Ukraine 1238583088998830081.hashtags 2.380  .100 5 21 396 3928
PutinsWar 1238583088998830081.hashtags 23.500  .002 1 21 9 3928
Mariupol 1238583088998830081.hashtags 5.222  .009 1 21 37 3928
StandWithUkraine 1238583088998830081.hashtags 5.000  .019 2 21 78 3928
COVIDisAirborne 1238949674989416449.hashtags 13.875  .008 1 9 33 3928
CovidIsNotOver 1238949674989416449.hashtags 41.625  .008 3 9 34 3928
CovidIsNotOver 1238949674989416449.hashtags 41.625  .008 3 9 34 3928
CovidIsNotOver 1238949674989416449.hashtags 41.625  .008 3 9 34 3928
N95 1241938664.hashtags 35.625  .008 2 7 34 3928
COVIDisAirborne 1241938664.hashtags 17.750  .008 1 7 33 3928
bcpoli 1241938664.hashtags 23.666  .006 1 7 26 3928
bced 1241938664.hashtags 71.000  .002 1 7 9 3928
COVID19BC 1241938664.hashtags 142.000  .001 1 7 6 3928
COVID19 1247612029.hashtags 6.529  .051 1 3 204 3928
COVID19BC 1255393579507351554.hashtags 111.000  .001 1 9 6 3928
bced 1255393579507351554.hashtags 55.500  .002 1 9 9 3928
bcpoli 1255393579507351554.hashtags 18.500  .006 1 9 26 3928
COVID19 1255393579507351554.hashtags 4.352  .051 2 9 204 3928
Omicron 1255393579507351554.hashtags 5.842  .019 1 9 77 3928
N95 1255393579507351554.hashtags 13.875  .008 1 9 34 3928
ventilation 1255393579507351554.hashtags 27.750  .004 1 9 19 3928
LongCovid 1255393579507351554.hashtags 2.775  .040 1 9 158 3928
ClimateEmergency 1259851956.hashtags 333.000  .001 1 3 4 3928
COVID19 1260792878420291584.hashtags 6.901  .051 6 17 204 3928
bced 1260792878420291584.hashtags 29.000  .002 1 17 9 3928
bcpoli 1260792878420291584.hashtags 29.333  .006 3 17 26 3928
COVID19 1260792878420291584.hashtags 6.901  .051 6 17 204 3928
COVID19BC 1260792878420291584.hashtags 235.000  .001 4 17 6 3928
bcpoli 1260792878420291584.hashtags 29.333  .006 3 17 26 3928
N95 1260792878420291584.hashtags 7.250  .008 1 17 34 3928
COVID19BC 1260792878420291584.hashtags 235.000  .001 4 17 6 3928
COVID19BC 1260792878420291584.hashtags 235.000  .001 4 17 6 3928
Delta 1260792878420291584.hashtags 19.333  .003 1 17 12 3928
Omicron 1260792878420291584.hashtags 3.052  .019 1 17 77 3928
COVID19BC 1260792878420291584.hashtags 235.000  .001 4 17 6 3928
bcpoli 1260792878420291584.hashtags 29.333  .006 3 17 26 3928
KochNetwork 1268223690480615424.hashtags 76.000  .001 1 13 5 3928
COVID19 1268223690480615424.hashtags 1.490  .051 1 13 204 3928
Russia 1268223690480615424.hashtags .844  .090 1 13 356 3928
Ukraine 1268223690480615424.hashtags .760  .100 1 13 396 3928
war 1268223690480615424.hashtags 1.583  .048 1 13 192 3928
VoteBlueToSaveAmerica 1268223690480615424.hashtags 38.000  .002 1 13 8 3928
VoteBlueIn2022 1268223690480615424.hashtags 38.000  .002 1 13 9 3928
Kyiv 1271162030393896968.hashtags 62.500  .008 2 4 35 3928
Kyiv 1271162030393896968.hashtags 62.500  .008 2 4 35 3928
